Source;Target;Label;Weight;Description
27;22;PEdge2722;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
27;23;PEdge2723;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
27;24;PEdge2724;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
27;25;PEdge2725;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
27;26;PEdge2726;2;BETA-LACTAM,TETRACYCLINE
28;1;PEdge281;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
28;2;PEdge282;2;BETA-LACTAM,TETRACYCLINE
28;3;PEdge283;2;BETA-LACTAM,TETRACYCLINE
28;4;PEdge284;4;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
28;5;PEdge285;4;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
28;6;PEdge286;2;BETA-LACTAM,TETRACYCLINE
28;7;PEdge287;2;BETA-LACTAM,TETRACYCLINE
28;8;PEdge288;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
28;9;PEdge289;2;BETA-LACTAM,TETRACYCLINE
28;10;PEdge2810;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
28;11;PEdge2811;2;BETA-LACTAM,TETRACYCLINE
28;12;PEdge2812;1;TETRACYCLINE
28;13;PEdge2813;2;BETA-LACTAM,TETRACYCLINE
28;14;PEdge2814;2;BETA-LACTAM,TETRACYCLINE
28;15;PEdge2815;2;BETA-LACTAM,TETRACYCLINE
28;16;PEdge2816;2;BETA-LACTAM,TETRACYCLINE
28;17;PEdge2817;2;BETA-LACTAM,TETRACYCLINE
28;18;PEdge2818;2;BETA-LACTAM,TETRACYCLINE
28;19;PEdge2819;2;BETA-LACTAM,TETRACYCLINE
28;20;PEdge2820;2;BETA-LACTAM,TETRACYCLINE
28;21;PEdge2821;2;BETA-LACTAM,TETRACYCLINE
28;22;PEdge2822;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
28;23;PEdge2823;4;BETA-LACTAM,FUSIDIC ACID,MACROLIDE,TETRACYCLINE
28;24;PEdge2824;2;BETA-LACTAM,TETRACYCLINE
28;25;PEdge2825;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
28;26;PEdge2826;3;BETA-LACTAM,MACROLIDE,TETRACYCLINE
28;27;PEdge2827;2;BETA-LACTAM,TETRACYCLINE
29;1;PEdge291;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;2;PEdge292;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;3;PEdge293;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;4;PEdge294;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;5;PEdge295;2;BETA-LACTAM,TETRACYCLINE
29;6;PEdge296;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;7;PEdge297;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;8;PEdge298;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;9;PEdge299;2;BETA-LACTAM,TETRACYCLINE
29;10;PEdge2910;2;BETA-LACTAM,TETRACYCLINE
29;11;PEdge2911;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;12;PEdge2912;2;FOSFOMYCIN,TETRACYCLINE
29;13;PEdge2913;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;14;PEdge2914;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;15;PEdge2915;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;16;PEdge2916;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;17;PEdge2917;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;18;PEdge2918;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;19;PEdge2919;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;20;PEdge2920;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;21;PEdge2921;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;22;PEdge2922;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;23;PEdge2923;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;24;PEdge2924;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;25;PEdge2925;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;26;PEdge2926;2;BETA-LACTAM,TETRACYCLINE
29;27;PEdge2927;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
29;28;PEdge2928;2;BETA-LACTAM,TETRACYCLINE
30;1;PEdge301;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
30;2;PEdge302;2;BETA-LACTAM,TETRACYCLINE
30;3;PEdge303;2;BETA-LACTAM,TETRACYCLINE
30;4;PEdge304;5;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
30;5;PEdge305;5;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
30;6;PEdge306;2;BETA-LACTAM,TETRACYCLINE
30;7;PEdge307;2;BETA-LACTAM,TETRACYCLINE
30;8;PEdge308;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
30;9;PEdge309;2;BETA-LACTAM,TETRACYCLINE
30;10;PEdge3010;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
30;11;PEdge3011;2;BETA-LACTAM,TETRACYCLINE
30;12;PEdge3012;1;TETRACYCLINE
30;13;PEdge3013;2;BETA-LACTAM,TETRACYCLINE
30;14;PEdge3014;2;BETA-LACTAM,TETRACYCLINE
30;15;PEdge3015;2;BETA-LACTAM,TETRACYCLINE
30;16;PEdge3016;2;BETA-LACTAM,TETRACYCLINE
30;17;PEdge3017;2;BETA-LACTAM,TETRACYCLINE
30;18;PEdge3018;2;BETA-LACTAM,TETRACYCLINE
30;19;PEdge3019;2;BETA-LACTAM,TETRACYCLINE
30;20;PEdge3020;2;BETA-LACTAM,TETRACYCLINE
30;21;PEdge3021;2;BETA-LACTAM,TETRACYCLINE
30;22;PEdge3022;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
30;23;PEdge3023;3;BETA-LACTAM,MACROLIDE,TETRACYCLINE
30;24;PEdge3024;3;BETA-LACTAM,QUINOLONE,TETRACYCLINE
30;25;PEdge3025;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
30;26;PEdge3026;3;BETA-LACTAM,MACROLIDE,TETRACYCLINE
30;27;PEdge3027;2;BETA-LACTAM,TETRACYCLINE
30;28;PEdge3028;4;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
30;29;PEdge3029;2;BETA-LACTAM,TETRACYCLINE
31;1;PEdge311;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
31;2;PEdge312;2;BETA-LACTAM,TETRACYCLINE
31;3;PEdge313;2;BETA-LACTAM,TETRACYCLINE
31;4;PEdge314;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
31;5;PEdge315;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
31;6;PEdge316;2;BETA-LACTAM,TETRACYCLINE
31;7;PEdge317;2;BETA-LACTAM,TETRACYCLINE
31;8;PEdge318;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
31;9;PEdge319;2;BETA-LACTAM,TETRACYCLINE
31;10;PEdge3110;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
31;11;PEdge3111;2;BETA-LACTAM,TETRACYCLINE
31;12;PEdge3112;1;TETRACYCLINE
31;13;PEdge3113;2;BETA-LACTAM,TETRACYCLINE
31;14;PEdge3114;2;BETA-LACTAM,TETRACYCLINE
31;15;PEdge3115;2;BETA-LACTAM,TETRACYCLINE
31;16;PEdge3116;2;BETA-LACTAM,TETRACYCLINE
31;17;PEdge3117;2;BETA-LACTAM,TETRACYCLINE
31;18;PEdge3118;2;BETA-LACTAM,TETRACYCLINE
31;19;PEdge3119;2;BETA-LACTAM,TETRACYCLINE
31;20;PEdge3120;2;BETA-LACTAM,TETRACYCLINE
31;21;PEdge3121;2;BETA-LACTAM,TETRACYCLINE
31;22;PEdge3122;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
31;23;PEdge3123;2;BETA-LACTAM,TETRACYCLINE
31;24;PEdge3124;3;BETA-LACTAM,QUINOLONE,TETRACYCLINE
31;25;PEdge3125;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
31;26;PEdge3126;2;BETA-LACTAM,TETRACYCLINE
31;27;PEdge3127;2;BETA-LACTAM,TETRACYCLINE
31;28;PEdge3128;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
31;29;PEdge3129;2;BETA-LACTAM,TETRACYCLINE
31;30;PEdge3130;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
32;1;PEdge321;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;2;PEdge322;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;3;PEdge323;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;4;PEdge324;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;5;PEdge325;2;BETA-LACTAM,TETRACYCLINE
32;6;PEdge326;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;7;PEdge327;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;8;PEdge328;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;9;PEdge329;2;BETA-LACTAM,TETRACYCLINE
32;10;PEdge3210;2;BETA-LACTAM,TETRACYCLINE
32;11;PEdge3211;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;12;PEdge3212;2;FOSFOMYCIN,TETRACYCLINE
32;13;PEdge3213;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;14;PEdge3214;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;15;PEdge3215;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;16;PEdge3216;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;17;PEdge3217;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;18;PEdge3218;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;19;PEdge3219;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;20;PEdge3220;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;21;PEdge3221;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;22;PEdge3222;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;23;PEdge3223;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;24;PEdge3224;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;25;PEdge3225;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;26;PEdge3226;2;BETA-LACTAM,TETRACYCLINE
32;27;PEdge3227;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;28;PEdge3228;2;BETA-LACTAM,TETRACYCLINE
32;29;PEdge3229;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
32;30;PEdge3230;2;BETA-LACTAM,TETRACYCLINE
32;31;PEdge3231;2;BETA-LACTAM,TETRACYCLINE
33;1;PEdge331;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
33;2;PEdge332;2;BETA-LACTAM,TETRACYCLINE
33;3;PEdge333;2;BETA-LACTAM,TETRACYCLINE
33;4;PEdge334;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
33;5;PEdge335;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
33;6;PEdge336;2;BETA-LACTAM,TETRACYCLINE
33;7;PEdge337;2;BETA-LACTAM,TETRACYCLINE
33;8;PEdge338;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
33;9;PEdge339;2;BETA-LACTAM,TETRACYCLINE
33;10;PEdge3310;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
33;11;PEdge3311;2;BETA-LACTAM,TETRACYCLINE
33;12;PEdge3312;1;TETRACYCLINE
33;13;PEdge3313;2;BETA-LACTAM,TETRACYCLINE
33;14;PEdge3314;2;BETA-LACTAM,TETRACYCLINE
33;15;PEdge3315;2;BETA-LACTAM,TETRACYCLINE
33;16;PEdge3316;2;BETA-LACTAM,TETRACYCLINE
33;17;PEdge3317;2;BETA-LACTAM,TETRACYCLINE
33;18;PEdge3318;2;BETA-LACTAM,TETRACYCLINE
33;19;PEdge3319;2;BETA-LACTAM,TETRACYCLINE
33;20;PEdge3320;2;BETA-LACTAM,TETRACYCLINE
33;21;PEdge3321;2;BETA-LACTAM,TETRACYCLINE
33;22;PEdge3322;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
33;23;PEdge3323;2;BETA-LACTAM,TETRACYCLINE
33;24;PEdge3324;3;BETA-LACTAM,QUINOLONE,TETRACYCLINE
33;25;PEdge3325;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
33;26;PEdge3326;2;BETA-LACTAM,TETRACYCLINE
33;27;PEdge3327;2;BETA-LACTAM,TETRACYCLINE
33;28;PEdge3328;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
33;29;PEdge3329;2;BETA-LACTAM,TETRACYCLINE
33;30;PEdge3330;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
33;31;PEdge3331;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
33;32;PEdge3332;2;BETA-LACTAM,TETRACYCLINE
34;1;PEdge341;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;2;PEdge342;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;3;PEdge343;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;4;PEdge344;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;5;PEdge345;2;BETA-LACTAM,TETRACYCLINE
34;6;PEdge346;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;7;PEdge347;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;8;PEdge348;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;9;PEdge349;2;BETA-LACTAM,TETRACYCLINE
34;10;PEdge3410;2;BETA-LACTAM,TETRACYCLINE
34;11;PEdge3411;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;12;PEdge3412;2;FOSFOMYCIN,TETRACYCLINE
34;13;PEdge3413;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;14;PEdge3414;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;15;PEdge3415;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;16;PEdge3416;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;17;PEdge3417;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;18;PEdge3418;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;19;PEdge3419;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;20;PEdge3420;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;21;PEdge3421;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;22;PEdge3422;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;23;PEdge3423;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;24;PEdge3424;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;25;PEdge3425;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;26;PEdge3426;2;BETA-LACTAM,TETRACYCLINE
34;27;PEdge3427;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;28;PEdge3428;2;BETA-LACTAM,TETRACYCLINE
34;29;PEdge3429;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;30;PEdge3430;2;BETA-LACTAM,TETRACYCLINE
34;31;PEdge3431;2;BETA-LACTAM,TETRACYCLINE
34;32;PEdge3432;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
34;33;PEdge3433;2;BETA-LACTAM,TETRACYCLINE
35;1;PEdge351;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;2;PEdge352;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;3;PEdge353;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;4;PEdge354;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;5;PEdge355;2;BETA-LACTAM,TETRACYCLINE
35;6;PEdge356;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;7;PEdge357;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;8;PEdge358;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;9;PEdge359;2;BETA-LACTAM,TETRACYCLINE
35;10;PEdge3510;2;BETA-LACTAM,TETRACYCLINE
35;11;PEdge3511;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;12;PEdge3512;2;FOSFOMYCIN,TETRACYCLINE
35;13;PEdge3513;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;14;PEdge3514;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;15;PEdge3515;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;16;PEdge3516;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;17;PEdge3517;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;18;PEdge3518;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;19;PEdge3519;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;20;PEdge3520;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;21;PEdge3521;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;22;PEdge3522;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;23;PEdge3523;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;24;PEdge3524;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;25;PEdge3525;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;26;PEdge3526;2;BETA-LACTAM,TETRACYCLINE
35;27;PEdge3527;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;28;PEdge3528;2;BETA-LACTAM,TETRACYCLINE
35;29;PEdge3529;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;30;PEdge3530;2;BETA-LACTAM,TETRACYCLINE
35;31;PEdge3531;2;BETA-LACTAM,TETRACYCLINE
35;32;PEdge3532;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
35;33;PEdge3533;2;BETA-LACTAM,TETRACYCLINE
35;34;PEdge3534;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;1;PEdge361;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;2;PEdge362;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;3;PEdge363;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;4;PEdge364;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;5;PEdge365;2;BETA-LACTAM,TETRACYCLINE
36;6;PEdge366;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;7;PEdge367;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;8;PEdge368;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;9;PEdge369;2;BETA-LACTAM,TETRACYCLINE
36;10;PEdge3610;2;BETA-LACTAM,TETRACYCLINE
36;11;PEdge3611;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;12;PEdge3612;2;FOSFOMYCIN,TETRACYCLINE
36;13;PEdge3613;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;14;PEdge3614;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;15;PEdge3615;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;16;PEdge3616;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;17;PEdge3617;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;18;PEdge3618;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;19;PEdge3619;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;20;PEdge3620;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;21;PEdge3621;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;22;PEdge3622;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;23;PEdge3623;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;24;PEdge3624;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;25;PEdge3625;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;26;PEdge3626;2;BETA-LACTAM,TETRACYCLINE
36;27;PEdge3627;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;28;PEdge3628;2;BETA-LACTAM,TETRACYCLINE
36;29;PEdge3629;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;30;PEdge3630;2;BETA-LACTAM,TETRACYCLINE
36;31;PEdge3631;2;BETA-LACTAM,TETRACYCLINE
36;32;PEdge3632;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;33;PEdge3633;2;BETA-LACTAM,TETRACYCLINE
36;34;PEdge3634;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
36;35;PEdge3635;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;1;PEdge371;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;2;PEdge372;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;3;PEdge373;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;4;PEdge374;6;BETA-LACTAM,FOSFOMYCIN,MACROLIDE,QUINOLONE,SPECTINOMYCIN,TETRACYCLINE
37;5;PEdge375;4;BETA-LACTAM,MACROLIDE,QUINOLONE,TETRACYCLINE
37;6;PEdge376;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;7;PEdge377;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;8;PEdge378;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;9;PEdge379;2;BETA-LACTAM,TETRACYCLINE
37;10;PEdge3710;3;BETA-LACTAM,QUINOLONE,TETRACYCLINE
37;11;PEdge3711;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;12;PEdge3712;2;FOSFOMYCIN,TETRACYCLINE
37;13;PEdge3713;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;14;PEdge3714;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;15;PEdge3715;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;16;PEdge3716;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;17;PEdge3717;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;18;PEdge3718;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;19;PEdge3719;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;20;PEdge3720;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;21;PEdge3721;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;22;PEdge3722;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;23;PEdge3723;4;BETA-LACTAM,FOSFOMYCIN,MACROLIDE,TETRACYCLINE
37;24;PEdge3724;4;BETA-LACTAM,FOSFOMYCIN,QUINOLONE,TETRACYCLINE
37;25;PEdge3725;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;26;PEdge3726;3;BETA-LACTAM,MACROLIDE,TETRACYCLINE
37;27;PEdge3727;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;28;PEdge3728;3;BETA-LACTAM,MACROLIDE,TETRACYCLINE
37;29;PEdge3729;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;30;PEdge3730;4;BETA-LACTAM,MACROLIDE,QUINOLONE,TETRACYCLINE
37;31;PEdge3731;3;BETA-LACTAM,QUINOLONE,TETRACYCLINE
37;32;PEdge3732;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;33;PEdge3733;3;BETA-LACTAM,QUINOLONE,TETRACYCLINE
37;34;PEdge3734;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;35;PEdge3735;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
37;36;PEdge3736;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;1;PEdge381;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;2;PEdge382;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;3;PEdge383;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;4;PEdge384;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;5;PEdge385;2;BETA-LACTAM,TETRACYCLINE
38;6;PEdge386;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;7;PEdge387;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;8;PEdge388;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;9;PEdge389;2;BETA-LACTAM,TETRACYCLINE
38;10;PEdge3810;2;BETA-LACTAM,TETRACYCLINE
38;11;PEdge3811;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;12;PEdge3812;2;FOSFOMYCIN,TETRACYCLINE
38;13;PEdge3813;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;14;PEdge3814;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;15;PEdge3815;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;16;PEdge3816;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;17;PEdge3817;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;18;PEdge3818;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;19;PEdge3819;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;20;PEdge3820;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;21;PEdge3821;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;22;PEdge3822;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;23;PEdge3823;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;24;PEdge3824;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;25;PEdge3825;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;26;PEdge3826;2;BETA-LACTAM,TETRACYCLINE
38;27;PEdge3827;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;28;PEdge3828;2;BETA-LACTAM,TETRACYCLINE
38;29;PEdge3829;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
38;30;PEdge3830;2;BETA-LACTAM,TETRACYCLINE
38;31;PEdge3831;2;BETA-LACTAM,TETRACYCLINE
